regiao;estado;data;casosNovos;casosAcumulados;obitosNovos;obitosAcumulados
Norte;TO;2020-03-30;2.0;20;0.0;0
Norte;TO;2020-03-31;2.0;22;0.0;0
Norte;TO;2020-04-01;2.0;24;0.0;0
Norte;TO;2020-04-02;0.0;24;0.0;0
Norte;TO;2020-04-03;0.0;24;0.0;0
Norte;TO;2020-04-04;4.0;28;0.0;0
Norte;TO;2020-04-05;6.0;34;0.0;0
Norte;TO;2020-04-06;0.0;34;0.0;0
Norte;TO;2020-04-07;4.0;38;0.0;0
Norte;TO;2020-04-08;8.0;46;0.0;0
Norte;TO;2020-04-09;0.0;46;0.0;0
Norte;TO;2020-04-10;0.0;46;0.0;0
Norte;TO;2020-04-11;0.0;46;0.0;0
Norte;TO;2020-04-12;4.0;50;0.0;0
Norte;TO;2020-04-13;2.0;52;0.0;0
Norte;TO;2020-04-14;0.0;52;0.0;0
Norte;TO;2020-04-15;0.0;52;2.0;2
Norte;TO;2020-04-16;8.0;60;0.0;2
Norte;TO;2020-04-17;2.0;62;0.0;2
Norte;TO;2020-04-18;4.0;66;0.0;2
Norte;TO;2020-04-19;0.0;66;0.0;2
Norte;TO;2020-04-20;2.0;68;0.0;2
Norte;TO;2020-04-21;6.0;74;0.0;2
Norte;TO;2020-04-22;0.0;74;0.0;2
Norte;TO;2020-04-23;0.0;74;2.0;4
Norte;TO;2020-04-24;12.0;86;0.0;4
Norte;TO;2020-04-25;14.0;100;0.0;4
Norte;TO;2020-04-26;16.0;116;0.0;4
Norte;TO;2020-04-27;18.0;134;0.0;4
Norte;TO;2020-04-28;24.0;158;0.0;4
Norte;TO;2020-04-29;74.0;232;2.0;6
Norte;TO;2020-04-30;43.0;275;0.0;6
Norte;TO;2020-05-01;53.0;328;0.0;6
Norte;TO;2020-05-02;54.0;382;2.0;8
Norte;TO;2020-05-03;110.0;492;0.0;8
Norte;TO;2020-05-04;42.0;534;4.0;12
Norte;TO;2020-05-05;72.0;606;2.0;14
Norte;TO;2020-05-06;96.0;702;4.0;18
Norte;TO;2020-05-07;144.0;846;0.0;18
Norte;TO;2020-05-08;142.0;988;0.0;18
Norte;TO;2020-05-09;156.0;1144;0.0;18
Norte;TO;2020-05-10;232.0;1376;4.0;22
Norte;TO;2020-05-11;118.0;1494;2.0;24
Norte;TO;2020-05-12;162.0;1656;4.0;28
Norte;TO;2020-05-13;208.0;1864;14.0;42
Norte;TO;2020-05-14;194.0;2058;4.0;46
Norte;TO;2020-05-15;300.0;2358;2.0;48
Norte;TO;2020-05-16;200.0;2558;6.0;54
Norte;TO;2020-05-17;206.0;2764;8.0;62
Norte;TO;2020-05-18;228.0;2992;2.0;64
Norte;TO;2020-05-19;300.0;3292;12.0;76
Norte;TO;2020-05-20;326.0;3618;8.0;84
Norte;TO;2020-05-21;334.0;3952;10.0;94
Norte;TO;2020-05-22;458.0;4410;4.0;98
Norte;TO;2020-05-23;450.0;4860;4.0;102
Norte;TO;2020-05-24;322.0;5182;2.0;104
Norte;TO;2020-05-25;210.0;5392;12.0;116
Norte;TO;2020-05-26;324.0;5716;12.0;128
Nordeste;MA;2020-03-21;1.0;1;0.0;0
Nordeste;MA;2020-03-22;1.0;2;0.0;0
Nordeste;MA;2020-03-23;0.0;2;0.0;0
Nordeste;MA;2020-03-24;6.0;8;0.0;0
Nordeste;MA;2020-03-25;0.0;8;0.0;0
Nordeste;MA;2020-03-26;2.0;10;0.0;0
Nordeste;MA;2020-03-27;3.0;13;0.0;0
Nordeste;MA;2020-03-28;15.0;28;0.0;0
Nordeste;MA;2020-03-29;4.0;32;0.0;0
Nordeste;MA;2020-03-30;14.0;46;2.0;2
Nordeste;MA;2020-03-31;16.0;62;0.0;2
Nordeste;MA;2020-04-01;44.0;106;0.0;2
Nordeste;MA;2020-04-02;36.0;142;0.0;2
Nordeste;MA;2020-04-03;20.0;162;0.0;2
Nordeste;MA;2020-04-04;14.0;176;0.0;2
Nordeste;MA;2020-04-05;16.0;192;2.0;4
Nordeste;MA;2020-04-06;74.0;266;0.0;4
Nordeste;MA;2020-04-07;78.0;344;4.0;8
Nordeste;MA;2020-04-08;116.0;460;14.0;22
Nordeste;MA;2020-04-09;86.0;546;2.0;24
Nordeste;MA;2020-04-10;40.0;586;8.0;32
Nordeste;MA;2020-04-11;102.0;688;10.0;42
Nordeste;MA;2020-04-12;108.0;796;6.0;48
Nordeste;MA;2020-04-13;94.0;890;6.0;54
Nordeste;MA;2020-04-14;66.0;956;10.0;64
Nordeste;MA;2020-04-15;304.0;1260;4.0;68
Nordeste;MA;2020-04-16;130.0;1390;6.0;74
Nordeste;MA;2020-04-17;204.0;1594;6.0;80
Nordeste;MA;2020-04-18;486.0;2080;8.0;88
Nordeste;MA;2020-04-19;330.0;2410;8.0;96
Nordeste;MA;2020-04-20;230.0;2640;12.0;108
Nordeste;MA;2020-04-21;152.0;2792;12.0;120
Nordeste;MA;2020-04-22;416.0;3208;12.0;132
Nordeste;MA;2020-04-23;306.0;3514;20.0;152
Nordeste;MA;2020-04-24;388.0;3902;24.0;176
Nordeste;MA;2020-04-25;308.0;4210;24.0;200
Nordeste;MA;2020-04-26;236.0;4446;24.0;224
Nordeste;MA;2020-04-27;374.0;4820;26.0;250
Nordeste;MA;2020-04-28;236.0;5056;40.0;290
Nordeste;MA;2020-04-29;552.0;5608;42.0;332
Nordeste;MA;2020-04-30;772.0;6380;36.0;368
Nordeste;MA;2020-05-01;632.0;7012;40.0;408
Nordeste;MA;2020-05-02;598.0;7610;40.0;448
Nordeste;MA;2020-05-03;470.0;8080;26.0;474
Nordeste;MA;2020-05-04;374.0;8454;24.0;498
Nordeste;MA;2020-05-05;606.0;9060;44.0;542
Nordeste;MA;2020-05-06;996.0;10056;40.0;582
Nordeste;MA;2020-05-07;722.0;10778;28.0;610
Nordeste;MA;2020-05-08;1040.0;11818;50.0;660
Nordeste;MA;2020-05-09;1712.0;13530;50.0;710
Nordeste;MA;2020-05-10;1668.0;15198;48.0;758
Nordeste;MA;2020-05-11;1090.0;16288;40.0;798
Nordeste;MA;2020-05-12;764.0;17052;48.0;846
Nordeste;MA;2020-05-13;1172.0;18224;42.0;888
Nordeste;MA;2020-05-14;1378.0;19602;52.0;940
Nordeste;MA;2020-05-15;1876.0;21478;52.0;992
Nordeste;MA;2020-05-16;1706.0;23184;56.0;1048
Nordeste;MA;2020-05-17;1800.0;24984;50.0;1098
Nordeste;MA;2020-05-18;1492.0;26476;54.0;1152
Nordeste;MA;2020-05-19;1920.0;28396;56.0;1208
Nordeste;MA;2020-05-20;1832.0;30228;60.0;1268
Nordeste;MA;2020-05-21;1888.0;32116;58.0;1326
Nordeste;MA;2020-05-22;2308.0;34424;60.0;1386
Nordeste;MA;2020-05-23;3110.0;37534;58.0;1444
Nordeste;MA;2020-05-24;4848.0;42382;64.0;1508
Nordeste;MA;2020-05-25;3190.0;45572;60.0;1568
Nordeste;MA;2020-05-26;2984.0;48556;66.0;1634
Nordeste;PI;2020-03-20;3.0;3;0.0;0
Nordeste;PI;2020-03-21;1.0;4;0.0;0
Nordeste;PI;2020-03-22;0.0;4;0.0;0
Nordeste;PI;2020-03-23;2.0;6;0.0;0
Nordeste;PI;2020-03-24;0.0;6;0.0;0
Nordeste;PI;2020-03-25;2.0;8;0.0;0
Nordeste;PI;2020-03-26;1.0;9;0.0;0
Nordeste;PI;2020-03-27;0.0;9;0.0;0
Nordeste;PI;2020-03-28;13.0;22;2.0;2
Nordeste;PI;2020-03-29;6.0;28;0.0;2
Nordeste;PI;2020-03-30;4.0;32;4.0;6
Nordeste;PI;2020-03-31;4.0;36;2.0;8
Nordeste;PI;2020-04-01;0.0;36;0.0;8
Nordeste;PI;2020-04-02;2.0;38;0.0;8
Nordeste;PI;2020-04-03;4.0;42;0.0;8
Nordeste;PI;2020-04-04;2.0;44;0.0;8
Nordeste;PI;2020-04-05;2.0;46;0.0;8
Nordeste;PI;2020-04-06;0.0;46;0.0;8
Nordeste;PI;2020-04-07;10.0;56;0.0;8
Nordeste;PI;2020-04-08;6.0;62;2.0;10
Nordeste;PI;2020-04-09;14.0;76;2.0;12
Nordeste;PI;2020-04-10;4.0;80;2.0;14
Nordeste;PI;2020-04-11;2.0;82;0.0;14
Nordeste;PI;2020-04-12;6.0;88;0.0;14
Nordeste;PI;2020-04-13;12.0;100;2.0;16
Nordeste;PI;2020-04-14;16.0;116;0.0;16
Nordeste;PI;2020-04-15;34.0;150;0.0;16
Nordeste;PI;2020-04-16;32.0;182;0.0;16
Nordeste;PI;2020-04-17;22.0;204;0.0;16
Nordeste;PI;2020-04-18;42.0;246;2.0;18
Nordeste;PI;2020-04-19;44.0;290;2.0;20
Nordeste;PI;2020-04-20;26.0;316;4.0;24
Nordeste;PI;2020-04-21;56.0;372;4.0;28
Nordeste;PI;2020-04-22;40.0;412;2.0;30
Nordeste;PI;2020-04-23;22.0;434;0.0;30
Nordeste;PI;2020-04-24;78.0;512;2.0;32
Nordeste;PI;2020-04-25;82.0;594;2.0;34
Nordeste;PI;2020-04-26;68.0;662;2.0;36
Nordeste;PI;2020-04-27;66.0;728;4.0;40
Nordeste;PI;2020-04-28;100.0;828;3.0;43
Nordeste;PI;2020-04-29;80.0;908;5.0;48
Nordeste;PI;2020-04-30;118.0;1026;0.0;48
Nordeste;PI;2020-05-01;174.0;1200;0.0;48
Nordeste;PI;2020-05-02;130.0;1330;4.0;52
Nordeste;PI;2020-05-03;154.0;1484;4.0;56
Nordeste;PI;2020-05-04;84.0;1568;0.0;56
Nordeste;PI;2020-05-05;182.0;1750;2.0;58
Nordeste;PI;2020-05-06;148.0;1898;2.0;60
Nordeste;PI;2020-05-07;204.0;2102;10.0;70
Nordeste;PI;2020-05-08;160.0;2262;4.0;74
Nordeste;PI;2020-05-09;204.0;2466;2.0;76
Nordeste;PI;2020-05-10;90.0;2556;8.0;84
Nordeste;PI;2020-05-11;108.0;2664;6.0;90
Nordeste;PI;2020-05-12;222.0;2886;8.0;98
Nordeste;PI;2020-05-13;338.0;3224;16.0;114
Nordeste;PI;2020-05-14;344.0;3568;6.0;120
Nordeste;PI;2020-05-15;242.0;3810;0.0;120
Nordeste;PI;2020-05-16;360.0;4170;10.0;130
Nordeste;PI;2020-05-17;334.0;4504;14.0;144
Nordeste;PI;2020-05-18;70.0;4574;16.0;160
Nordeste;PI;2020-05-19;306.0;4880;10.0;170
Nordeste;PI;2020-05-20;394.0;5274;4.0;174
Nordeste;PI;2020-05-21;430.0;5704;8.0;182
Nordeste;PI;2020-05-22;444.0;6148;4.0;186
Nordeste;PI;2020-05-23;368.0;6516;12.0;198
Nordeste;PI;2020-05-24;264.0;6780;16.0;214
Nordeste;PI;2020-05-25;320.0;7100;6.0;220
Nordeste;PI;2020-05-26;340.0;7440;18.0;238
Nordeste;CE;2020-03-17;5.0;5;0.0;0
Nordeste;CE;2020-03-18;4.0;9;0.0;0
Nordeste;CE;2020-03-19;11.0;20;0.0;0
Nordeste;CE;2020-03-20;35.0;55;0.0;0
Nordeste;CE;2020-03-21;13.0;68;0.0;0
Nordeste;CE;2020-03-22;44.0;112;0.0;0
Nordeste;CE;2020-03-23;51.0;163;0.0;0
Nordeste;CE;2020-03-24;19.0;182;0.0;0
Nordeste;CE;2020-03-25;18.0;200;0.0;0
Nordeste;CE;2020-03-26;35.0;235;3.0;3
Nordeste;CE;2020-03-27;47.0;282;0.0;3
Nordeste;CE;2020-03-28;354.0;636;5.0;8
Nordeste;CE;2020-03-29;71.0;707;2.0;10
Nordeste;CE;2020-03-30;47.0;754;0.0;10
Nordeste;CE;2020-03-31;37.0;791;4.0;14
Nordeste;CE;2020-04-01;98.0;889;3.0;17
Nordeste;CE;2020-04-02;211.0;1100;23.0;40
Nordeste;CE;2020-04-03;185.0;1285;4.0;44
Nordeste;CE;2020-04-04;189.0;1474;0.0;44
Nordeste;CE;2020-04-05;174.0;1648;8.0;52
Nordeste;CE;2020-04-06;389.0;2037;8.0;60
Nordeste;CE;2020-04-07;203.0;2240;12.0;72
Nordeste;CE;2020-04-08;425.0;2665;24.0;96
Nordeste;CE;2020-04-09;205.0;2870;16.0;112
Nordeste;CE;2020-04-10;166.0;3036;13.0;125
Nordeste;CE;2020-04-11;214.0;3250;16.0;141
Nordeste;CE;2020-04-12;173.0;3423;9.0;150
Nordeste;CE;2020-04-13;312.0;3735;41.0;191
Nordeste;CE;2020-04-14;340.0;4075;27.0;218
Nordeste;CE;2020-04-15;373.0;4448;22.0;240
Nordeste;CE;2020-04-16;324.0;4772;9.0;249
Nordeste;CE;2020-04-17;596.0;5368;49.0;298
Nordeste;CE;2020-04-18;728.0;6096;58.0;356
Nordeste;CE;2020-04-19;462.0;6558;19.0;375
Nordeste;CE;2020-04-20;409.0;6967;29.0;404
Nordeste;CE;2020-04-21;465.0;7432;35.0;439
Nordeste;CE;2020-04-22;568.0;8000;32.0;471
Nordeste;CE;2020-04-23;1274.0;9274;65.0;536
Nordeste;CE;2020-04-24;647.0;9921;41.0;577
Nordeste;CE;2020-04-25;1167.0;11088;59.0;636
Nordeste;CE;2020-04-26;831.0;11919;50.0;686
Nordeste;CE;2020-04-27;1505.0;13424;94.0;780
Nordeste;CE;2020-04-28;448.0;13872;39.0;819
Nordeste;CE;2020-04-29;772.0;14644;71.0;890
Nordeste;CE;2020-04-30;568.0;15212;74.0;964
Nordeste;CE;2020-05-01;667.0;15879;67.0;1031
Nordeste;CE;2020-05-02;661.0;16540;221.0;1252
Nordeste;CE;2020-05-03;209.0;16749;88.0;1340
Nordeste;CE;2020-05-04;5331.0;22080;84.0;1424
Nordeste;CE;2020-05-05;860.0;22940;166.0;1590
Nordeste;CE;2020-05-06;1668.0;24608;106.0;1696
Nordeste;CE;2020-05-07;3168.0;27776;110.0;1806
Nordeste;CE;2020-05-08;2136.0;29912;126.0;1932
Nordeste;CE;2020-05-09;1846.0;31758;192.0;2124
Nordeste;CE;2020-05-10;1626.0;33384;104.0;2228
Nordeste;CE;2020-05-11;1814.0;35198;150.0;2378
Nordeste;CE;2020-05-12;1626.0;36824;182.0;2560
Nordeste;CE;2020-05-13;1488.0;38312;218.0;2778
Nordeste;CE;2020-05-14;3842.0;42154;48.0;2826
Nordeste;CE;2020-05-15;2826.0;44980;126.0;2952
Nordeste;CE;2020-05-16;2610.0;47590;276.0;3228
Nordeste;CE;2020-05-17;920.0;48510;54.0;3282
Nordeste;CE;2020-05-18;4216.0;52726;214.0;3496
Nordeste;CE;2020-05-19;3498.0;56224;216.0;3712
Nordeste;CE;2020-05-20;4896.0;61120;88.0;3800
Nordeste;CE;2020-05-21;1706.0;62826;522.0;4322
Nordeste;CE;2020-05-22;6320.0;69146;180.0;4502
Nordeste;CE;2020-05-23;1098.0;70244;114.0;4616
Nordeste;CE;2020-05-24;946.0;71190;32.0;4648
Nordeste;CE;2020-05-25;1180.0;72370;338.0;4986
Nordeste;CE;2020-05-26;1672.0;74042;220.0;5206
Nordeste;RN;2020-03-13;1.0;1;0.0;0
Nordeste;RN;2020-03-14;0.0;1;0.0;0
Nordeste;RN;2020-03-15;0.0;1;0.0;0
Nordeste;RN;2020-03-16;0.0;1;0.0;0
Nordeste;RN;2020-03-17;0.0;1;0.0;0
Nordeste;RN;2020-03-18;0.0;1;0.0;0
Nordeste;RN;2020-03-19;0.0;1;0.0;0
Nordeste;RN;2020-03-20;0.0;1;0.0;0
Nordeste;RN;2020-03-21;5.0;6;0.0;0
Nordeste;RN;2020-03-22;3.0;9;0.0;0
Nordeste;RN;2020-03-23;4.0;13;0.0;0
Nordeste;RN;2020-03-24;0.0;13;0.0;0
Nordeste;RN;2020-03-25;1.0;14;0.0;0
Nordeste;RN;2020-03-26;5.0;19;0.0;0
Nordeste;RN;2020-03-27;9.0;28;0.0;0
Nordeste;RN;2020-03-28;62.0;90;0.0;0
Nordeste;RN;2020-03-29;46.0;136;2.0;2
Nordeste;RN;2020-03-30;18.0;154;0.0;2
Nordeste;RN;2020-03-31;10.0;164;0.0;2
Nordeste;RN;2020-04-01;20.0;184;2.0;4
Nordeste;RN;2020-04-02;27.0;211;0.0;4
Nordeste;RN;2020-04-03;141.0;352;4.0;8
Nordeste;RN;2020-04-04;74.0;426;2.0;10
Nordeste;RN;2020-04-05;58.0;484;4.0;14
Nordeste;RN;2020-04-06;8.0;492;0.0;14
Nordeste;RN;2020-04-07;16.0;508;2.0;16
Nordeste;RN;2020-04-08;14.0;522;6.0;22
Nordeste;RN;2020-04-09;0.0;522;0.0;22
Nordeste;RN;2020-04-10;4.0;526;0.0;22
Nordeste;RN;2020-04-11;52.0;578;4.0;26
Nordeste;RN;2020-04-12;27.0;605;4.0;30
Nordeste;RN;2020-04-13;73.0;678;4.0;34
Nordeste;RN;2020-04-14;74.0;752;2.0;36
Nordeste;RN;2020-04-15;46.0;798;2.0;38
Nordeste;RN;2020-04-16;2.0;800;2.0;40
Nordeste;RN;2020-04-17;126.0;926;6.0;46
Nordeste;RN;2020-04-18;106.0;1032;2.0;48
Nordeste;RN;2020-04-19;55.0;1087;3.0;51
Nordeste;RN;2020-04-20;103.0;1190;3.0;54
Nordeste;RN;2020-04-21;26.0;1216;2.0;56
Nordeste;RN;2020-04-22;76.0;1292;2.0;58
Nordeste;RN;2020-04-23;124.0;1416;10.0;68
Nordeste;RN;2020-04-24;92.0;1508;9.0;77
Nordeste;RN;2020-04-25;54.0;1562;3.0;80
Nordeste;RN;2020-04-26;88.0;1650;8.0;88
Nordeste;RN;2020-04-27;14.0;1664;2.0;90
Nordeste;RN;2020-04-28;50.0;1714;6.0;96
Nordeste;RN;2020-04-29;458.0;2172;10.0;106
Nordeste;RN;2020-04-30;182.0;2354;6.0;112
Nordeste;RN;2020-05-01;240.0;2594;0.0;112
Nordeste;RN;2020-05-02;138.0;2732;6.0;118
Nordeste;RN;2020-05-03;52.0;2784;4.0;122
Nordeste;RN;2020-05-04;58.0;2842;2.0;124
Nordeste;RN;2020-05-05;230.0;3072;12.0;136
Nordeste;RN;2020-05-06;76.0;3148;8.0;144
Nordeste;RN;2020-05-07;330.0;3478;8.0;152
Nordeste;RN;2020-05-08;164.0;3642;10.0;162
Nordeste;RN;2020-05-09;196.0;3838;12.0;174
Nordeste;RN;2020-05-10;18.0;3856;2.0;176
Nordeste;RN;2020-05-11;122.0;3978;8.0;184
Nordeste;RN;2020-05-12;88.0;4066;2.0;186
Nordeste;RN;2020-05-13;668.0;4734;24.0;210
Nordeste;RN;2020-05-14;340.0;5074;24.0;234
Nordeste;RN;2020-05-15;498.0;5572;10.0;244
Nordeste;RN;2020-05-16;436.0;6008;28.0;272
Nordeste;RN;2020-05-17;266.0;6274;6.0;278
Nordeste;RN;2020-05-18;94.0;6368;14.0;292
Nordeste;RN;2020-05-19;598.0;6966;28.0;320
Nordeste;RN;2020-05-20;626.0;7592;20.0;340
Nordeste;RN;2020-05-21;528.0;8120;16.0;356
Nordeste;RN;2020-05-22;382.0;8502;6.0;362
Nordeste;RN;2020-05-23;696.0;9198;6.0;368
Nordeste;RN;2020-05-24;196.0;9394;32.0;400
Nordeste;RN;2020-05-25;124.0;9518;18.0;418
Nordeste;RN;2020-05-26;1426.0;10944;22.0;440
Nordeste;PB;2020-03-19;1.0;1;0.0;0
Nordeste;PB;2020-03-20;0.0;1;0.0;0
Nordeste;PB;2020-03-21;0.0;1;0.0;0
Nordeste;PB;2020-03-22;0.0;1;0.0;0
Nordeste;PB;2020-03-23;1.0;2;0.0;0
Nordeste;PB;2020-03-24;1.0;3;0.0;0
Nordeste;PB;2020-03-25;0.0;3;0.0;0
Nordeste;PB;2020-03-26;2.0;5;0.0;0
Nordeste;PB;2020-03-27;4.0;9;0.0;0
Nordeste;PB;2020-03-28;19.0;28;0.0;0
Nordeste;PB;2020-03-29;0.0;28;0.0;0
Nordeste;PB;2020-03-30;2.0;30;0.0;0
Nordeste;PB;2020-03-31;4.0;34;0.0;0
Nordeste;PB;2020-04-01;6.0;40;2.0;2
Nordeste;PB;2020-04-02;2.0;42;0.0;2
Nordeste;PB;2020-04-03;16.0;58;0.0;2
Nordeste;PB;2020-04-04;6.0;64;2.0;4
Nordeste;PB;2020-04-05;4.0;68;4.0;8
Nordeste;PB;2020-04-06;2.0;70;0.0;8
Nordeste;PB;2020-04-07;2.0;72;0.0;8
Nordeste;PB;2020-04-08;10.0;82;0.0;8
Nordeste;PB;2020-04-09;28.0;110;6.0;14
Nordeste;PB;2020-04-10;48.0;158;8.0;22
Nordeste;PB;2020-04-11;12.0;170;0.0;22
Nordeste;PB;2020-04-12;32.0;202;4.0;26
Nordeste;PB;2020-04-13;20.0;222;0.0;26
Nordeste;PB;2020-04-14;50.0;272;6.0;32
Nordeste;PB;2020-04-15;31.0;303;10.0;42
Nordeste;PB;2020-04-16;27.0;330;6.0;48
Nordeste;PB;2020-04-17;60.0;390;4.0;52
Nordeste;PB;2020-04-18;20.0;410;2.0;54
Nordeste;PB;2020-04-19;62.0;472;4.0;58
Nordeste;PB;2020-04-20;18.0;490;6.0;64
Nordeste;PB;2020-04-21;36.0;526;2.0;66
Nordeste;PB;2020-04-22;76.0;602;12.0;78
Nordeste;PB;2020-04-23;88.0;690;2.0;80
Nordeste;PB;2020-04-24;82.0;772;8.0;88
Nordeste;PB;2020-04-25;122.0;894;4.0;92
Nordeste;PB;2020-04-26;104.0;998;6.0;98
Nordeste;PB;2020-04-27;88.0;1086;2.0;100
Nordeste;PB;2020-04-28;180.0;1266;6.0;106
Nordeste;PB;2020-04-29;132.0;1398;10.0;116
Nordeste;PB;2020-04-30;230.0;1628;8.0;124
Nordeste;PB;2020-05-01;224.0;1852;10.0;134
Nordeste;PB;2020-05-02;216.0;2068;14.0;148
Nordeste;PB;2020-05-03;270.0;2338;4.0;152
Nordeste;PB;2020-05-04;100.0;2438;6.0;158
Nordeste;PB;2020-05-05;284.0;2722;12.0;170
Nordeste;PB;2020-05-06;264.0;2986;14.0;184
Nordeste;PB;2020-05-07;328.0;3314;18.0;202
Nordeste;PB;2020-05-08;748.0;4062;26.0;228
Nordeste;PB;2020-05-09;250.0;4312;20.0;248
Nordeste;PB;2020-05-10;370.0;4682;22.0;270
Nordeste;PB;2020-05-11;368.0;5050;8.0;278
Nordeste;PB;2020-05-12;504.0;5554;30.0;308
Nordeste;PB;2020-05-13;536.0;6090;6.0;314
Nordeste;PB;2020-05-14;632.0;6722;6.0;320
